truckid,driverid,rdate,miles,gas,mpg
A26,A26,sep11,11475,2207,5.199365655
A26,A26,aug11,14234,2601,5.472510573
A26,A26,jul11,9902,2102,4.710751665
A26,A26,jun11,12268,2244,5.467023173
A26,A26,may11,13669,2244,6.091354724
A26,A26,apr11,12933,2244,5.763368984
A26,A26,mar11,12053,2244,5.371212121
A26,A26,feb11,10130,2244,4.51426025
A26,A26,jan11,8798,2244,3.920677362
A26,A26,dec10,10713,2244,4.774064171
A26,A26,nov10,10983,2244,4.894385027
A26,A26,oct10,9310,2244,4.148841355
A26,A26,sep10,9745,2244,4.342691622
A26,A26,aug10,9744,2244,4.342245989
A26,A26,jul10,11090,2244,4.942067736
A26,A26,jun10,10451,2244,4.657308378
A26,A26,may10,8720,2244,3.885918004
A26,A26,apr10,12736,2244,5.675579323
A26,A26,mar10,11177,2244,4.98083779
A26,A26,feb10,13706,2244,6.107843137
A26,A26,jan10,11089,2244,4.941622103
A26,A26,dec09,12110,2244,5.396613191
A26,A26,nov09,11188,2244,4.98573975
A26,A26,oct09,9720,2244,4.331550802
A26,A26,sep09,13839,2244,6.167112299
A26,A26,aug09,10824,2244,4.823529412
A26,A26,jul09,10829,2244,4.825757576
A26,A26,jun09,11020,2244,4.91087344
A26,A26,may09,12036,2244,5.363636364
A26,A26,apr09,11529,2244,5.137700535
A26,A26,mar09,13836,2244,6.165775401
A26,A26,feb09,10739,2244,4.785650624
A26,A26,jan09,10150,2244,4.523172906
A27,A27,jun13,11147,2464,4.523944805
A27,A27,may13,9248,1740,5.314942529
A27,A27,apr13,13809,2962,4.662052667
A27,A27,mar13,14840,2887,5.140284032
A27,A27,feb13,10212,2255,4.528603104
A27,A27,jan13,11708,2429,4.820090572
A27,A27,dec12,13036,2703,4.822789493
A27,A27,nov12,13872,2716,5.107511046
A27,A27,oct12,14056,2700,5.205925926
A27,A27,sep12,9665,1866,5.179528403
A27,A27,aug12,12208,2123,5.750353274
A27,A27,jul12,10700,2257,4.74080638
A27,A27,jun12,14386,3307,4.350166314
A27,A27,may12,14880,2951,5.042358523
A27,A27,apr12,14847,3076,4.826723017
A27,A27,mar12,10280,2137,4.810481984
A27,A27,feb12,14655,2639,5.553239864
A27,A27,jan12,12338,2414,5.111019056
A27,A27,dec11,12931,2297,5.629516761
A27,A27,nov11,12399,2470,5.019838057
A27,A27,oct11,9963,2218,4.491884581
A27,A27,sep11,10353,1980,5.228787879
A27,A27,aug11,12303,2239,5.494863778
A27,A27,jul11,10934,1991,5.491712707
A27,A27,jun11,15203,2575,5.90407767
A27,A27,may11,12076,2575,4.689708738
A27,A27,apr11,13719,2575,5.32776699
A27,A27,mar11,13529,2575,5.253980583
A27,A27,feb11,14440,2575,5.60776699
A27,A27,jan11,13444,2575,5.220970874
A27,A27,dec10,10491,2575,4.074174757
A27,A27,nov10,15034,2575,5.838446602
A27,A27,oct10,14546,2575,5.648932039
A27,A27,sep10,15471,2575,6.00815534
A27,A27,aug10,13344,2575,5.182135922
A27,A27,jul10,13067,2575,5.074563107
A27,A27,jun10,10309,2575,4.003495146
A27,A27,may10,9898,2575,3.843883495
A27,A27,apr10,10315,2575,4.005825243
A27,A27,mar10,8758,2575,3.401165049
A27,A27,feb10,10791,2575,4.190679612
A27,A27,jan10,12544,2575,4.871456311
A27,A27,dec09,11245,2575,4.366990291
A27,A27,nov09,11251,2575,4.369320388
A27,A27,oct09,15158,2575,5.886601942
A27,A27,sep09,14738,2575,5.723495146
A27,A27,aug09,8964,2575,3.481165049
A27,A27,jul09,14232,2575,5.526990291
A27,A27,jun09,9946,2575,3.862524272
A27,A27,may09,13468,2575,5.230291262
A27,A27,apr09,10986,2575,4.266407767
A27,A27,mar09,13366,2575,5.190679612
A27,A27,feb09,11029,2575,4.283106796
A27,A27,jan09,14469,2575,5.619029126
A28,A28,jun13,10216,2246,4.548530721
A28,A28,may13,13579,2979,4.55824102
A28,A28,apr13,10204,2237,4.561466249
A28,A28,mar13,14386,2602,5.528823982
A28,A28,feb13,10278,2087,4.924772401
A28,A28,jan13,13762,2357,5.838778108
A28,A28,dec12,11717,2263,5.1776403
A28,A28,nov12,11919,2192,5.4375
A28,A28,oct12,14301,2913,4.909371782
A28,A28,sep12,10969,2217,4.947677041
A28,A28,aug12,9972,1843,5.410743353
A28,A28,jul12,10420,1999,5.212606303
A28,A28,jun12,8221,1627,5.052858021
A28,A28,may12,14114,2634,5.358390281
A28,A28,apr12,12890,2687,4.797171567
A28,A28,mar12,14284,2658,5.373965388
A28,A28,feb12,12822,2639,4.858658583
A28,A28,jan12,14394,3013,4.777298374
A28,A28,dec11,13751,2993,4.594386903
A28,A28,nov11,12405,2453,5.057072972
A28,A28,oct11,12697,2572,4.936625194
A28,A28,sep11,11771,2401,4.902540608
A28,A28,aug11,14778,2672,5.530688623
A28,A28,jul11,10178,2023,5.031141869
A28,A28,jun11,10752,1959,5.488514548
A28,A28,may11,10382,1959,5.299642675
A28,A28,apr11,10448,1959,5.333333333
A28,A28,mar11,11686,1959,5.965288412
A28,A28,feb11,14352,1959,7.32618683
A28,A28,jan11,14421,1959,7.361408882
A28,A28,dec10,14048,1959,7.171005615
A28,A28,nov10,12426,1959,6.343032159
A28,A28,oct10,9986,1959,5.097498724
A28,A28,sep10,13463,1959,6.872383869
A28,A28,aug10,15138,1959,7.727411945
A28,A28,jul10,8618,1959,4.399183257
A28,A28,jun10,10010,1959,5.109749872
A28,A28,may10,14277,1959,7.287901991
A28,A28,apr10,9600,1959,4.900459418
A28,A28,mar10,11468,1959,5.854007147
A28,A28,feb10,14091,1959,7.19295559
A28,A28,jan10,9399,1959,4.797856049
A28,A28,dec09,15509,1959,7.916794283
A28,A28,nov09,11781,1959,6.013782542
A28,A28,oct09,14281,1959,7.289943849
A28,A28,sep09,10858,1959,5.542623788
A28,A28,aug09,13878,1959,7.084226646
A28,A28,jul09,13057,1959,6.665135273
A28,A28,jun09,13175,1959,6.725370087
A28,A28,may09,10288,1959,5.25165901
A28,A28,apr09,13005,1959,6.638591118
A28,A28,mar09,11222,1959,5.728432874
A28,A28,feb09,8433,1959,4.30474732
A28,A28,jan09,11600,1959,5.921388464
A29,A29,jun13,12091,2606,4.639677667
A29,A29,may13,14148,2819,5.018800993
A29,A29,apr13,10023,1939,5.16915936
A29,A29,mar13,9234,1838,5.023939064
A29,A29,feb13,12067,2182,5.530247479
A29,A29,jan13,8618,1689,5.102427472
A29,A29,dec12,13040,2954,4.414353419
A29,A29,nov12,8522,1663,5.124473842
A29,A29,oct12,12214,2730,4.473992674
A29,A29,sep12,10921,2107,5.183198861
A29,A29,aug12,12731,2662,4.782494365
A29,A29,jul12,9764,1961,4.9790923
A29,A29,jun12,13422,2327,5.767941556
A29,A29,may12,14937,3290,4.540121581
A29,A29,apr12,9950,1767,5.631013016
A29,A29,mar12,12177,2421,5.029739777
A29,A29,feb12,9216,1948,4.73100616
A29,A29,jan12,14217,2624,5.418064024
A29,A29,dec11,9208,2070,4.448309179
A29,A29,nov11,14100,3047,4.627502461
A29,A29,oct11,10976,2002,5.482517483
A29,A29,sep11,8513,1549,5.495803744
A29,A29,aug11,13507,3095,4.364135703
A29,A29,jul11,12000,2548,4.709576138
A29,A29,jun11,14945,2689,5.557828189
A29,A29,may11,9518,2689,3.539605801
A29,A29,apr11,11142,2689,4.143547787
A29,A29,mar11,12266,2689,4.561547044
A29,A29,feb11,10728,2689,3.989587207
A29,A29,jan11,12354,2689,4.594272964
A29,A29,dec10,9716,2689,3.613239122
A29,A29,nov10,9128,2689,3.394570472
A29,A29,oct10,11967,2689,4.450353291
A29,A29,sep10,11059,2689,4.112681294
A29,A29,aug10,14959,2689,5.563034585
A29,A29,jul10,12240,2689,4.551878022
A29,A29,jun10,11979,2689,4.454815917
A29,A29,may10,9803,2689,3.645593157
A29,A29,apr10,11272,2689,4.191892897
A29,A29,mar10,11009,2689,4.094087021
A29,A29,feb10,10668,2689,3.96727408
A29,A29,jan10,8703,2689,3.236519152
A29,A29,dec09,14215,2689,5.286351804
A29,A29,nov09,11410,2689,4.24321309
A29,A29,oct09,12554,2689,4.668650056
A29,A29,sep09,11544,2689,4.293045742
A29,A29,aug09,14008,2689,5.209371514
A29,A29,jul09,14847,2689,5.521383414
A29,A29,jun09,8824,2689,3.281517293
A29,A29,may09,11764,2689,4.374860543
A29,A29,apr09,12428,2689,4.621792488
A29,A29,mar09,11916,2689,4.431387133
A29,A29,feb09,12508,2689,4.651543325
A29,A29,jan09,14186,2689,5.275567125
A30,A30,jun13,14366,2923,4.914813548
A30,A30,may13,12823,2579,4.972082202
A30,A30,apr13,9202,1946,4.728674203
A30,A30,mar13,14854,3235,4.591653787
A30,A30,feb13,11291,2455,4.599185336
A30,A30,jan13,13107,2908,4.507221458
A30,A30,dec12,10542,1828,5.766958425
A30,A30,nov12,13929,3007,4.632191553
A30,A30,oct12,12075,2442,4.944717445
A30,A30,sep12,10012,1764,5.675736961
A30,A30,aug12,12264,2621,4.679130103
A30,A30,jul12,11275,2600,4.336538462
A30,A30,jun12,12418,2542,4.885129819
A30,A30,may12,10443,2277,4.58629776
A30,A30,apr12,13715,2592,5.291280864
A30,A30,mar12,12057,2897,4.161891612
A30,A30,feb12,13973,2500,5.5892
A30,A30,jan12,12166,2793,4.355889724
A30,A30,dec11,10324,2095,4.927923628
A30,A30,nov11,13299,3003,4.428571429
A30,A30,oct11,13042,2831,4.606852702
A30,A30,sep11,9225,1828,5.046498906
A30,A30,aug11,13941,3188,4.372961104
A30,A30,jul11,8846,1597,5.53913588
A30,A30,jun11,9768,1637,5.967012828
A30,A30,may11,9052,1637,5.529627367
A30,A30,apr11,10441,1637,6.378130727
A30,A30,mar11,14375,1637,8.781307269
A30,A30,feb11,15513,1637,9.476481368
A30,A30,jan11,11456,1637,6.998167379
A30,A30,dec10,14511,1637,8.864386072
A30,A30,nov10,13572,1637,8.290775809
A30,A30,oct10,13437,1637,8.20830788
A30,A30,sep10,12245,1637,7.48014661
A30,A30,aug10,13163,1637,8.040928528
A30,A30,jul10,10072,1637,6.152718387
A30,A30,jun10,14836,1637,9.062919976
A30,A30,may10,10514,1637,6.422724496
A30,A30,apr10,9499,1637,5.802687844
A30,A30,mar10,10196,1637,6.228466707
A30,A30,feb10,9651,1637,5.895540623
A30,A30,jan10,12158,1637,7.427000611
A30,A30,dec09,14055,1637,8.585827734
A30,A30,nov09,8611,1637,5.260232132
A30,A30,oct09,13245,1637,8.091020159
A30,A30,sep09,11010,1637,6.725717776
A30,A30,aug09,11229,1637,6.859499084
A30,A30,jul09,13213,1637,8.071472205
A30,A30,jun09,10196,1637,6.228466707
A30,A30,may09,11802,1637,7.209529627
A30,A30,apr09,11803,1637,7.210140501
A30,A30,mar09,14365,1637,8.775198534
A30,A30,feb09,14220,1637,8.686621869
A30,A30,jan09,9915,1637,6.05681124
A31,A31,jun13,10690,1980,5.398989899
A31,A31,may13,13172,2597,5.072006161
A31,A31,apr13,12557,2258,5.561116032
A31,A31,mar13,15515,3019,5.139118914
A31,A31,feb13,9809,2076,4.72495183
A31,A31,jan13,14064,2893,4.861389561
A31,A31,dec12,14400,2707,5.319541928
A31,A31,nov12,14958,3044,4.913929041
A31,A31,oct12,11455,1978,5.791203236
A31,A31,sep12,11532,2570,4.487159533
A31,A31,aug12,10783,1976,5.456983806
A31,A31,jul12,11857,2256,5.255762411
A31,A31,jun12,13003,2323,5.597503229
A31,A31,may12,9460,2021,4.680851064
A31,A31,apr12,12385,2872,4.312325905
A31,A31,mar12,15407,3036,5.074769433
A31,A31,feb12,12036,2715,4.433149171
A31,A31,jan12,14518,2891,5.021791768
A31,A31,dec11,9984,1987,5.024660292
A31,A31,nov11,14513,3199,4.536730228
A31,A31,oct11,10917,2218,4.922001803
A31,A31,sep11,9167,1982,4.625126135
A31,A31,aug11,14217,3091,4.599482368
A31,A31,jul11,15660,3430,4.565597668
A31,A31,jun11,14672,2281,6.43226655
A31,A31,may11,14044,2281,6.156948707
A31,A31,apr11,10544,2281,4.622533976
A31,A31,mar11,12319,2281,5.400701447
A31,A31,feb11,12452,2281,5.459009206
A31,A31,jan11,12616,2281,5.530907497
A31,A31,dec10,9888,2281,4.334940815
A31,A31,nov10,12888,2281,5.650153441
A31,A31,oct10,8993,2281,3.942569049
A31,A31,sep10,11457,2281,5.022797019
A31,A31,aug10,10694,2281,4.688294608
A31,A31,jul10,10912,2281,4.783866725
A31,A31,jun10,13077,2281,5.733011837
A31,A31,may10,9723,2281,4.262604121
A31,A31,apr10,13611,2281,5.967119684
A31,A31,mar10,15010,2281,6.580447172
A31,A31,feb10,11894,2281,5.214379658
A31,A31,jan10,12682,2281,5.559842174
A31,A31,dec09,11059,2281,4.848312144
A31,A31,nov09,14145,2281,6.201227532
A31,A31,oct09,14879,2281,6.523016221
A31,A31,sep09,13214,2281,5.793073214
A31,A31,aug09,9616,2281,4.215694871
A31,A31,jul09,12052,2281,5.283647523
A31,A31,jun09,13217,2281,5.794388426
A31,A31,may09,9845,2281,4.316089434
A31,A31,apr09,14169,2281,6.211749233
A31,A31,mar09,13512,2281,5.923717668
A31,A31,feb09,12368,2281,5.422183253
A31,A31,jan09,11009,2281,4.826391933
A32,A32,jun13,10517,2098,5.012869399
A32,A32,may13,13754,2805,4.903386809
A32,A32,apr13,12306,2927,4.204304749
A32,A32,mar13,9233,1751,5.272986865
A32,A32,feb13,9094,1961,4.637429883
A32,A32,jan13,12671,2514,5.04017502
A32,A32,dec12,10129,1974,5.131205674
A32,A32,nov12,9615,1942,4.951081359
A32,A32,oct12,11291,2303,4.902735562
A32,A32,sep12,11776,2473,4.76182774
A32,A32,aug12,13696,2752,4.976744186
A32,A32,jul12,13498,2343,5.760990184
A32,A32,jun12,11809,2650,4.456226415
A32,A32,may12,12153,2218,5.479260595
A32,A32,apr12,12134,2602,4.663335895
A32,A32,mar12,13262,3114,4.258831085
A32,A32,feb12,11442,2439,4.691266913
A32,A32,jan12,13570,2684,5.055886736
A32,A32,dec11,11741,2328,5.04338488
A32,A32,nov11,9542,1805,5.286426593
A32,A32,oct11,13936,3319,4.198855077
A32,A32,sep11,13500,2927,4.612230953
A32,A32,aug11,10496,2269,4.625826355
A32,A32,jul11,14890,3239,4.59709787
A32,A32,jun11,10339,2095,4.935083532
A32,A32,may11,10639,2095,5.078281623
A32,A32,apr11,13622,2095,6.502147971
A32,A32,mar11,11729,2095,5.598568019
A32,A32,feb11,13829,2095,6.600954654
A32,A32,jan11,9344,2095,4.460143198
A32,A32,dec10,8854,2095,4.226252983
A32,A32,nov10,11157,2095,5.325536993
A32,A32,oct10,11469,2095,5.474463007
A32,A32,sep10,10560,2095,5.040572792
A32,A32,aug10,11973,2095,5.7150358
A32,A32,jul10,9002,2095,4.296897375
A32,A32,jun10,10436,2095,4.981384248
A32,A32,may10,10814,2095,5.161813842
A32,A32,apr10,13106,2095,6.255847255
A32,A32,mar10,8774,2095,4.188066826
A32,A32,feb10,8956,2095,4.274940334
A32,A32,jan10,14062,2095,6.712171838
A32,A32,dec09,15836,2095,7.558949881
A32,A32,nov09,12302,2095,5.872076372
A32,A32,oct09,14028,2095,6.695942721
A32,A32,sep09,8838,2095,4.218615752
A32,A32,aug09,14521,2095,6.931264916
A32,A32,jul09,11146,2095,5.320286396
A32,A32,jun09,11836,2095,5.649642005
A32,A32,may09,10185,2095,4.861575179
A32,A32,apr09,9177,2095,4.380429594
A32,A32,mar09,9326,2095,4.451551313
A32,A32,feb09,12412,2095,5.924582339
A32,A32,jan09,12891,2095,6.153221957
A33,A33,jun13,13125,2650,4.952830189
A33,A33,may13,12176,2743,4.438935472
A33,A33,apr13,14605,3575,4.085314685
A33,A33,mar13,14208,2523,5.631391201
A33,A33,feb13,8840,1789,4.941307993
A33,A33,jan13,15012,2855,5.258143608
A33,A33,dec12,13372,2703,4.947095819
A33,A33,nov12,13346,2321,5.750107712
A33,A33,oct12,11154,2260,4.93539823
A33,A33,sep12,14949,2831,5.280466266
A33,A33,aug12,10704,1892,5.657505285
A33,A33,jul12,13309,2537,5.245959795
A33,A33,jun12,11641,2085,5.583213429
A33,A33,may12,13550,2959,4.579249747
A33,A33,apr12,10593,2174,4.872585097
A33,A33,mar12,14174,2852,4.969845722
A33,A33,feb12,10677,2182,4.893217232
A33,A33,jan12,9295,1913,4.858860429
A33,A33,dec11,8873,1750,5.070285714
A33,A33,nov11,14966,2963,5.050961863
A33,A33,oct11,12478,2517,4.957489074
A33,A33,sep11,11284,2031,5.555883801
A33,A33,aug11,9129,1762,5.181044268
A33,A33,jul11,14075,3096,4.54618863
A33,A33,jun11,12800,1938,6.604747162
A33,A33,may11,11714,1938,6.044375645
A33,A33,apr11,13332,1938,6.879256966
A33,A33,mar11,10111,1938,5.217234262
A33,A33,feb11,13671,1938,7.054179567
A33,A33,jan11,13453,1938,6.941692466
A33,A33,dec10,13313,1938,6.869453044
A33,A33,nov10,9892,1938,5.104231166
A33,A33,oct10,14743,1938,7.607327141
A33,A33,sep10,8693,1938,4.485552116
A33,A33,aug10,10615,1938,5.477296182
A33,A33,jul10,12377,1938,6.386480908
A33,A33,jun10,9974,1938,5.146542828
A33,A33,may10,12118,1938,6.252837977
A33,A33,apr10,11592,1938,5.981424149
A33,A33,mar10,11033,1938,5.692982456
A33,A33,feb10,14074,1938,7.262125903
A33,A33,jan10,13160,1938,6.790505676
A33,A33,dec09,12247,1938,6.319401445
A33,A33,nov09,11010,1938,5.681114551
A33,A33,oct09,9548,1938,4.926728586
A33,A33,sep09,10378,1938,5.35500516
A33,A33,aug09,11541,1938,5.955108359
A33,A33,jul09,8308,1938,4.286893705
A33,A33,jun09,10889,1938,5.618679051
A33,A33,may09,14477,1938,7.470072239
A33,A33,apr09,13267,1938,6.845717234
A33,A33,mar09,14483,1938,7.473168215
A33,A33,feb09,11283,1938,5.821981424
A33,A33,jan09,12416,1938,6.406604747
A34,A34,jun13,12168,2569,4.736473336
A34,A34,may13,11267,1989,5.664655606
A34,A34,apr13,11175,1983,5.635400908
A34,A34,mar13,14275,2600,5.490384615
A34,A34,feb13,13599,2604,5.22235023
A34,A34,jan13,15609,3679,4.242729002
A34,A34,dec12,10636,1933,5.502327988
A34,A34,nov12,12367,2571,4.810190587
A34,A34,oct12,15092,3082,4.896820247
A34,A34,sep12,10849,1983,5.47100353
A34,A34,aug12,9701,1941,4.997939207
A34,A34,jul12,12643,2966,4.262643291
A34,A34,jun12,13943,3150,4.426349206
A34,A34,may12,13699,2738,5.003287071
A34,A34,apr12,12544,2412,5.20066335
A34,A34,mar12,13533,2408,5.620016611
A34,A34,feb12,10068,1834,5.489640131
A34,A34,jan12,11294,2561,4.409996095
A34,A34,dec11,12913,2226,5.80098832
A34,A34,nov11,12865,2631,4.889775751
A34,A34,oct11,12637,2689,4.699516549
A34,A34,sep11,11755,2489,4.722780233
A34,A34,aug11,13172,2889,4.559363101
A34,A34,jul11,14032,2371,5.918177984
A34,A34,jun11,13028,2635,4.944212524
A34,A34,may11,9005,2635,3.417457306
A34,A34,apr11,9414,2635,3.572675522
A34,A34,mar11,13205,2635,5.011385199
A34,A34,feb11,14611,2635,5.544971537
A34,A34,jan11,14879,2635,5.646679317
A34,A34,dec10,12350,2635,4.686907021
A34,A34,nov10,14368,2635,5.452751423
A34,A34,oct10,9725,2635,3.690702087
A34,A34,sep10,14155,2635,5.371916509
A34,A34,aug10,11171,2635,4.239468691
A34,A34,jul10,11616,2635,4.408349146
A34,A34,jun10,10254,2635,3.891461101
A34,A34,may10,10543,2635,4.00113852
A34,A34,apr10,9298,2635,3.528652751
A34,A34,mar10,11388,2635,4.321821632
A34,A34,feb10,11332,2635,4.30056926
A34,A34,jan10,9485,2635,3.599620493
A34,A34,dec09,13189,2635,5.005313093
A34,A34,nov09,11248,2635,4.268690702
A34,A34,oct09,12387,2635,4.700948767
A34,A34,sep09,11692,2635,4.437191651
A34,A34,aug09,14686,2635,5.573434535
A34,A34,jul09,9723,2635,3.689943074
A34,A34,jun09,13810,2635,5.240986717
A34,A34,may09,13912,2635,5.279696395
A34,A34,apr09,12310,2635,4.671726755
A34,A34,mar09,11995,2635,4.552182163
A34,A34,feb09,8713,2635,3.306641366
A34,A34,jan09,10328,2635,3.919544592
A35,A35,jun13,11740,2229,5.266935846
A35,A35,may13,15616,2697,5.790137189
A35,A35,apr13,12964,2718,4.769683591
A35,A35,mar13,8837,1636,5.401589242
A35,A35,feb13,12937,2760,4.687318841
A35,A35,jan13,8842,1925,4.593246753
A35,A35,dec12,13166,2568,5.12694704
A35,A35,nov12,10070,2108,4.777039848
A35,A35,oct12,10231,1993,5.133467135
A35,A35,sep12,13542,2641,5.127603181
A35,A35,aug12,12530,2481,5.05038291
A35,A35,jul12,10560,1890,5.587301587
A35,A35,jun12,10602,1938,5.470588235
A35,A35,may12,9699,1894,5.120908131
A35,A35,apr12,9463,2257,4.192733717
A35,A35,mar12,12639,2666,4.740810203
A35,A35,feb12,13582,2629,5.166222898
A35,A35,jan12,13381,2401,5.573094544
A35,A35,dec11,11860,2106,5.631528965
A35,A35,nov11,9573,2314,4.136992221
A35,A35,oct11,13633,2589,5.265739668
A35,A35,sep11,12296,2409,5.104192611
A35,A35,aug11,10906,2293,4.756214566
A35,A35,jul11,9553,1795,5.322005571
A35,A35,jun11,12833,1908,6.725890985
A35,A35,may11,12521,1908,6.562368973
A35,A35,apr11,14496,1908,7.597484277
A35,A35,mar11,8314,1908,4.357442348
A35,A35,feb11,12715,1908,6.664046122
A35,A35,jan11,13563,1908,7.108490566
A35,A35,dec10,14001,1908,7.338050314
A35,A35,nov10,14748,1908,7.729559748
A35,A35,oct10,13335,1908,6.988993711
A35,A35,sep10,11891,1908,6.232180294
A35,A35,aug10,12569,1908,6.587526205
A35,A35,jul10,9847,1908,5.160901468
A35,A35,jun10,12595,1908,6.60115304
A35,A35,may10,11215,1908,5.8778826
A35,A35,apr10,9952,1908,5.215932914
A35,A35,mar10,11953,1908,6.264675052
A35,A35,feb10,12156,1908,6.371069182
A35,A35,jan10,12624,1908,6.616352201
A35,A35,dec09,10266,1908,5.380503145
A35,A35,nov09,10138,1908,5.313417191
A35,A35,oct09,9659,1908,5.062368973
A35,A35,sep09,12036,1908,6.308176101
A35,A35,aug09,12906,1908,6.764150943
A35,A35,jul09,14935,1908,7.827568134
A35,A35,jun09,10510,1908,5.508385744
A35,A35,may09,13818,1908,7.242138365
A35,A35,apr09,13602,1908,7.128930818
A35,A35,mar09,11420,1908,5.985324948
A35,A35,feb09,9078,1908,4.757861635
A35,A35,jan09,9151,1908,4.796121593
A36,A36,jun13,15008,2615,5.739196941
A36,A36,may13,13320,2366,5.629754861
A36,A36,apr13,11685,2600,4.494230769
A36,A36,mar13,10353,2082,4.972622478
A36,A36,feb13,10767,2369,4.544955678
A36,A36,jan13,14087,3013,4.675406572
A36,A36,dec12,11613,2328,4.988402062
A36,A36,nov12,9541,1696,5.625589623
A36,A36,oct12,11275,2342,4.814261315
A36,A36,sep12,13127,2520,5.209126984
A36,A36,aug12,13906,2915,4.770497427
A36,A36,jul12,10245,1834,5.586150491
A36,A36,jun12,11142,2000,5.571
A36,A36,may12,9500,2039,4.659146641
A36,A36,apr12,10173,2086,4.876797699
A36,A36,mar12,10720,2071,5.176243361
A36,A36,feb12,13665,3050,4.480327869
A36,A36,jan12,14705,3005,4.893510815
A36,A36,dec11,13403,3152,4.252220812
A36,A36,nov11,11513,2409,4.779161478
A36,A36,oct11,12690,2702,4.696521095
A36,A36,sep11,13459,2569,5.239003503
A36,A36,aug11,10377,2090,4.96507177
A36,A36,jul11,14119,2976,4.744287634
A36,A36,jun11,10030,2627,3.818043396
A36,A36,may11,11851,2627,4.511229539
A36,A36,apr11,13480,2627,5.131328512
A36,A36,mar11,14062,2627,5.352874001
A36,A36,feb11,8949,2627,3.406547392
A36,A36,jan11,14507,2627,5.522268748
A36,A36,dec10,10921,2627,4.157213552
A36,A36,nov10,14247,2627,5.423296536
A36,A36,oct10,10845,2627,4.128283213
A36,A36,sep10,13574,2627,5.167110773
A36,A36,aug10,11461,2627,4.362771222
A36,A36,jul10,9972,2627,3.795964979
A36,A36,jun10,9001,2627,3.426341835
A36,A36,may10,11156,2627,4.246669204
A36,A36,apr10,11129,2627,4.236391321
A36,A36,mar10,10581,2627,4.027788352
A36,A36,feb10,12927,2627,4.920822231
A36,A36,jan10,12825,2627,4.881994671
A36,A36,dec09,9286,2627,3.534830605
A36,A36,nov09,10714,2627,4.078416445
A36,A36,oct09,12328,2627,4.692805482
A36,A36,sep09,11854,2627,4.512371526
A36,A36,aug09,13830,2627,5.264560335
A36,A36,jul09,9302,2627,3.540921203
A36,A36,jun09,14370,2627,5.470118005
A36,A36,may09,10479,2627,3.988960792
A36,A36,apr09,11678,2627,4.445374952
A36,A36,mar09,13997,2627,5.328130948
A36,A36,feb09,14313,2627,5.448420251
A36,A36,jan09,15252,2627,5.8058622
A37,A37,jun13,14819,3316,4.46893848
A37,A37,may13,10340,2344,4.411262799
A37,A37,apr13,11356,2339,4.855066268
A37,A37,mar13,14364,3036,4.731225296
A37,A37,feb13,11410,2434,4.687756779
A37,A37,jan13,13413,2794,4.800644238
A37,A37,dec12,9683,1771,5.467532468
A37,A37,nov12,15055,3155,4.771790808
A37,A37,oct12,13972,2828,4.940594059
A37,A37,sep12,10006,1776,5.634009009
A37,A37,aug12,15706,2730,5.753113553
A37,A37,jul12,13537,2779,4.871176682
A37,A37,jun12,12621,2763,4.567861021
A37,A37,may12,13358,2993,4.463080521
A37,A37,apr12,9195,2088,4.403735632
A37,A37,mar12,9413,1718,5.479045402
A37,A37,feb12,13433,3110,4.319292605
A37,A37,jan12,12459,2727,4.568756876
A37,A37,dec11,10496,2039,5.147621383
A37,A37,nov11,9261,2168,4.271678967
A37,A37,oct11,10768,2125,5.067294118
A37,A37,sep11,12403,2322,5.341515935
A37,A37,aug11,10466,1803,5.804769828
A37,A37,jul11,12656,2889,4.380754586
A37,A37,jun11,12334,2274,5.423922603
A37,A37,may11,9163,2274,4.0294635
A37,A37,apr11,11632,2274,5.115215479
A37,A37,mar11,14300,2274,6.288478452
A37,A37,feb11,9267,2274,4.075197889
A37,A37,jan11,11645,2274,5.120932278
A37,A37,dec10,12399,2274,5.452506596
A37,A37,nov10,11896,2274,5.231310466
A37,A37,oct10,9639,2274,4.23878628
A37,A37,sep10,11030,2274,4.850483729
A37,A37,aug10,11835,2274,5.204485488
A37,A37,jul10,14283,2274,6.281002639
A37,A37,jun10,10678,2274,4.695690413
A37,A37,may10,10397,2274,4.572119613
A37,A37,apr10,13638,2274,5.997361478
A37,A37,mar10,14703,2274,6.465699208
A37,A37,feb10,12359,2274,5.434916447
A37,A37,jan10,15324,2274,6.73878628
A37,A37,dec09,11305,2274,4.971416007
A37,A37,nov09,10378,2274,4.563764292
A37,A37,oct09,12915,2274,5.679419525
A37,A37,sep09,11651,2274,5.1235708
A37,A37,aug09,10804,2274,4.751099384
A37,A37,jul09,11428,2274,5.025505717
A37,A37,jun09,8416,2274,3.700967458
A37,A37,may09,13035,2274,5.732189974
A37,A37,apr09,10543,2274,4.636323659
A37,A37,mar09,12482,2274,5.489006157
A37,A37,feb09,10373,2274,4.561565523
A37,A37,jan09,14110,2274,6.204925242
A38,A38,jun13,13834,2414,5.730737365
A38,A38,may13,14089,2460,5.727235772
A38,A38,apr13,13361,2834,4.714537756
A38,A38,mar13,12859,2817,4.564785233
A38,A38,feb13,13595,3277,4.148611535
A38,A38,jan13,10045,2134,4.707122774
A38,A38,dec12,15277,3094,4.937621202
A38,A38,nov12,14651,2708,5.410265879
A38,A38,oct12,10701,2224,4.811600719
A38,A38,sep12,9952,2031,4.900049237
A38,A38,aug12,10132,1833,5.527550464
